65,79,55			# 100 olive drab



end
car
ambulan, 1,3
banshee, 6,0, 4,1, 37,86, 31,3, 19,3, 14,6, 3,1, 4,7
bellyup, 8,72, 8,75, 1,90, 1,11, 1,31, 15,34, 19,47
bfinject, 6,3, 3,2, 4,1, 1,6, 36,1, 3,6
blista, 24,36, 34,36, 44,36, 54,99, 64,99, 57,99, 48,0, 26,0
bobcat, 45,1, 30,1, 36,1, 47,1, 50,1, 53,12, 61,36, 90,1
borgnine, 3,73
bus, 91,91, 61,61, 52,52, 51,51, 45,45, 25,25, 84,84
cabbie, 6,76
cheetah, 1,77, 0,77, 12,77, 74,77, 68,77, 61,77, 44,77
coach, 1,10, 1,15, 1,17, 1,61, 10,71, 16,31, 19,41, 24,36
columb, 54,76
campvan, 8,0, 1,36
hearse, 83,75
diablos, 0,0
enforcer, 0,1
escape, 0,0
esperant, 41,41, 35,35, 31,31, 28,28, 17,17, 89,89, 84,84, 77,77
fbicar, 0,0
firetruk, 3,1
ghost, 0,2
hoods, 9,73
idaho, 9,75, 13,77, 33,49, 35,50, 37,35, 52,38, 61,36
infernus, 60,58, 4,74, 6,75, 58,73, 0,74, 93,75, 89,73, 13,74
kuruma, 45,36, 60,36, 64,36, 67,36, 75,75, 81,81, 17,17, 16,16
landstal, 23,36, 31,36, 33,36, 41,36, 44,36, 63,36, 84,36, 91,36
linerun, 1,23, 50,23, 92,23, 35,23, 4,23
mafia, 0,0
manana, 44,36, 69,69, 28,36, 17,36, 30,36, 36,35, 13,36, 35,35
moonbeam, 55,55, 48,48, 44,44, 40,40, 37,37, 35,35, 30,30, 24,24
mrwhoop, 14,53, 15,39, 1,49, 1,20, 1,7
mrwongs, 13,23, 14,24, 15,28, 1,1, 1,33, 1,39, 89,41
mule, 1,48, 1,48, 1,48, 99,48, 90,48, 90,48
panlant, 76,11, 90,25, 92,25, 8,25, 11,11, 15,36, 25,25, 30,25
patriot, 70,90, 99,90, 98,76, 100,77, 0,61
peren, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
police, 0,1
pony, 1,36, 90,36, 98,98, 91,36, 23,23, 64,36, 20,36, 57,36
predator, 2,1
rcbandit, 17,0, 28,0, 38,0, 46,0, 41,0, 57,0, 67,0, 64,0, 54,0
reefer, 12,35, 50,32, 40,26, 66,36
rumpo, 49,35, 48,36, 43,33, 26,13, 25,36, 11,24, 8,24, 1,25
securica, 4,75
sentinel, 91,91, 12,12, 25,25, 30,30, 36,36, 43,43, 49,49, 52,52
ballot, 1,28, 1,1
speeder, 1,15, 1,53
stallion, 53,1, 58,0, 61,13, 66,46, 72,0, 75,1, 83,0, 84,1
stinger, 37,37, 43,43, 44,44, 50,50, 53,53, 8,8, 25,25
stretch, 90,90, 1,1, 64,64, 14,14, 0,0 
taxi, 6,98, 6,6, 6,0
toyz, 77,77, 63,63, 60,60, 32,32
trash, 1,75
yakuza, 76,14
yankee, 84,76, 90,84, 90,92, 1,1, 1,9, 1,32, 14,49
yardie, 11,75
toyz, 8,75
spider, ,4,4 17,17, 0,0, 37,37, 50,50, 57,57, 71,71
#mclaren, 6,6, 3,3, 7,7, 71,71, 76,76,
shelby, 62,67, 65,69, 66,64, 65,65, 54,66, 57,67, 51,68, 0,0
#subaru, 7,6, 3,6, 71,6, 76,71, 6,71
pontiac, 14,14, 42,25, 44,44, 0,0, 53,53, 79,53, 3,3, 1,88
#supra, 6,6, 3,3, 7,7, 71,71, 76,76,
#skyline, 6,6, 3,3, 7,7, 71,71, 76,76,
#cyclone, 7,78, 79,7, 71,6, 39,71, 76,3
esprit, 1,1, 14,14, 4,4, 8,8, 42,42, 61,61, 64,64, 14,14
ammotruk, 71,1, 5,1, 6,1, 7,1, 45,1, 3,1, 7,6, 6,71
hotrod, 13,15, 14,15, 17,26, 26,54, 29,55, 1,18, 14,28
flatbed, 100,1, 95,1 35,1
sindacco_car, 1,1, 
forelli_car, 56,56, 

#vc vehicles left in
hunter, 43,0
pcj600, 3,1, 51,1, 75,1, 77,1, 1,3, 1,4, 6,4, 8,7
polmav, 35.1
#rcbaron, 14,75
rcraider, 14,75
rcgoblin, 14,75
vcnmav, 1,2

# bike cols (in from VC /Ian)
angel, 14,75
faggio, 10,10, 15,15, 16,16, 24,24, 36,36, 44,44, 47,47
freeway, 1,1, 3,3, 6,6, 11,11, 16,16, 25,25, 31,31, 37,37, 
pcj600, 3,70, 24,70, 35,0, 38,77, 96,1, 12,77, 41,0, 14,61
pizzaboy, 0,0
sanchez, 47,47, 61,61, 65,65, 79,79, 85,85, 6,6, 1,1, 0,0
maverick 1,42, 9,1, 11,1, 14,7, 15,5, 18,1, 20,1, 24,24

end
